HID,PID,PARENTw1,PYBRT1Aw1,PYBRT1Bw1,PYGENDERw1,PHOMPOPw1,PRELATE1w1,PGENDER1w1,PBRTA1w1,PBRTB1w1,PRELATE2w1,PGENDER2w1,PBRTA2w1,PBRTB2w1,PRELATE3w1,PGENDER3w1,PBRTA3w1,PBRTB3w1,PRELATE4w1,PGENDER4w1,PBRTA4w1,PBRTB4w1,PRELATE5w1,PGENDER5w1,PBRTA5w1,PBRTB5w1,PRELATE6w1,PGENDER6w1,PBRTA6w1,PBRTB6w1,PRELATE7w1,PGENDER7w1,PBRTA7w1,PBRTB7w1,PRELATE8w1,PGENDER8w1,PBRTA8w1,PBRTB8w1,PYBRP1w1,PYBRP2w1,PYBRP3w1,PFAM1A00w1,PFAM1A00_Tw1,PEDU1A00w1,PEDU1B01w1,PEDU1B02w1,PEDU1B02_Tw1,PEDU1C00w1,PEDU1B03w1,PEDU1B04w1,PEDU1B04_Tw1,PFAM2A01w1,PFAM2A01_Tw1,PFAM2A02w1,PFAM2A02_Tw1,PFAM2A03w1,PFAM2A03_Tw1,PFAM2A04w1,PFAM2A04_Tw1,PFAM4A01w1,PFAM4A02w1,PFAM4A03w1,PFAM4A04w1,PFAM3A00w1,PFAM3B00w1,PFAM3C00w1,PFAM3D00w1,PMDA1A00w1,PMDA1B01w1,PMDA1B02w1,PMDA1B03w1,PMDA1B04w1,PMDA1B05w1,PMDA1B06w1,PMDA1B07w1,PMDA1B08w1,PMDA1B09w1,PMDA1B10w1,PMDA1B11w1,PMDA1B13w1,PMDA1B13_Tw1,PMDA1C01w1,PMDA1C02w1,PMDA1C03w1,PMDA1C04w1,PMDA1C05w1,PMDA1C06w1,PMDA1C07w1,PMDA1C08w1,PMDA1C09w1,PMDA1C10w1,PMDA1C11w1,PMDA1C12w1,PMDA1C13w1,PMDA1C14w1,PMDA1C15w1,PPSY1A01w1,PPSY1A02w1,PPSY1A03w1,PPSY1A04w1,PPSY1A05w1,PPSY2A01w1,PPSY2A02w1,PPSY2A03w1,PPSY2A04w1,PPSY3A01w1,PPSY3A02w1,PPSY3A03w1,PPSY3A04w1,PPSY3A05w1,PPSY3A06w1,PPSY3A07w1,PPSY3A08w1,PPSY3A09w1,PPSY3A10w1,PPSY4A01w1,PPSY4A02w1,PPSY4A03w1,PPSY4A04w1,PPSY4A05w1,PPSY4A06w1,PPSY4A07w1,PPSY4A08w1,PPSY4A09w1,PPSY4A10w1,PPSY4A11w1,PPSY4A12w1,PPSY4A13w1,PPSY4A14w1,PPSY4A15w1,PPSY4A16w1,PPSY4A17w1,PPSY4A18w1,PPSY4A19w1,PPSY4A20w1,PPSY4A21w1,PPSY4A22w1,PPSY4A23w1,PPSY4A24w1,PPSY4A25w1,PPSY4A26w1,PPSY4A27w1,PPSY4A28w1,PPSY4A29w1,PPSY4A30w1,PPSY4Ascw1,PPSY5A01w1,PPSY5A02w1,PPSY5A03w1,PPSY5A04w1,PPSY5A05w1,PPSY5A06w1,PPSY5A07w1,PPSY5A08w1,PPHY1A00w1,PPHY1B00w1,PPHY1C00w1,PPHY2A00w1,PPHY2B00w1,PBRP1w1,PBRP2w1,PBRP3w1,PSCHOOL1w1,PSCHOOL2w1,PSCHOOL3w1,PWORKW1w1,PWORKW2w1,PWORKW3w1,PJOB1w1,PJOB2w1,PJOB3w1,PJOB1_Tw1,PJOB2_Tw1,PJOB3_Tw1,PINCOMEw1,PINCOME1w1
3192,1,1,2005,3,2,5,1,2,1980,6,2,1,1972,12,3,2,2005,3,3,2,2007,8,3,1,2010,5,,,,,,,,,,,,,1,3,,1,,1,5,1,,35,,,,1,,1,,1,,1,,3,0,4,0,3,4,5,3,1,4,4,3,3,1,3,3,1,4,4,3,8,,2,2,2,2,1,1,1,1,3,2,2,2,2,2,3,2,2,3,2,2,3,3,3,2,3,2,3,3,2,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2,2,3,2,3,3,2,3,2,3,5,3,159,69,1,9,,6,4,10,1,1,3,2,4,,,,,4,3
3193,1,1,2005,10,2,4,1,2,1963,10,2,1,1971,10,3,2,2003,6,3,2,2005,10,,,,,,,,,,,,,,,,,1,3,,1,,1,6,4,,48,,,,1,,1,,1,,1,,6,30,12,0,4,4,5,4,1,4,4,3,3,2,1,4,1,3,4,4,8,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,4,3,4,4,2,2,3,3,2,2,3,3,2,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,6,1,4,2,4,3,2,3,4,1,5,0,163,60,1,14,,6,7,10,2,2,3,,,,,,,6,2
3194,1,2,2005,9,2,4,1,1,1976,2,2,2,1973,3,3,1,2002,12,3,2,2005,9,,,,,,,,,,,,,,,,,1,3,,1,,1,2,5,,30,,,,1,,1,,1,,1,,2,0,4,0,2,3,3,2,1,3,3,4,3,3,3,3,2,2,4,2,8,,3,2,2,2,2,2,1,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,2,3,3,2,2,3,3,2,3,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,3,2,2,3,2,3,3,3,1,3,172,73,1,15,,5,5,10,1,1,3,7,4,,,,,5,3
3195,1,1,2005,8,2,4,1,2,1980,3,2,1,1974,7,3,2,2005,8,3,2,2009,8,,,,,,,,,,,,,,,,,1,3,,1,,2,,,,,7,2,,1,,1,,1,,7,자녀 스?,8,0,13,0,4,4,5,4,1,4,4,3,3,1,1,2,2,3,4,1,8,,2,2,1,1,4,1,1,1,1,3,2,2,2,1,3,3,3,3,3,2,3,3,3,1,3,1,3,3,2,2,3,2,1,3,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-2,3,4,3,3,2,2,3,4,3,1,5,165,51,1,3,,5,5,10,1,2,3,3,,,,,,6,3
3196,1,1,2005,3,2,4,1,2,1978,5,2,1,1964,11,3,1,2003,2,3,2,2005,3,,,,,,,,,,,,,,,,,1,3,,1,,1,3,1,,50,,,,1,,1,,1,,1,,3,30,6,0,5,5,5,4,1,4,4,4,4,3,2,2,4,4,2,2,4,메모작성,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,2,4,4,2,2,4,3,2,4,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,12,3,4,2,3,4,2,3,4,4,2,7,160,54,1,3,,6,6,10,1,1,3,2,2,,,,,6,3
3197,1,1,2005,11,2,4,1,2,1977,7,3,2,2003,4,3,2,2005,11,3,2,2008,4,,,,,,,,,,,,,,,,,1,3,,2,,1,5,4,,25,,,,1,,1,,1,,1,,4,0,12,0,1,1,1,2,1,4,4,3,3,1,3,3,1,3,3,3,8,,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,3,3,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,2,2,4,4,3,2,2,163,55,1,3,,6,5,10,2,1,3,,9,,,,,3,2
3198,1,1,2005,12,2,4,1,2,1973,3,2,1,1968,9,3,2,1999,9,3,2,2005,12,,,,,,,,,,,,,,,,,1,3,,1,,1,5,1,,60,,,,1,,1,,1,,1,,6,0,10,0,4,4,4,4,1,4,4,4,4,1,1,4,4,2,4,1,8,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,3,4,3,4,4,4,4,4,4,1,1,4,3,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,-1,3,3,3,3,3,2,2,2,3,1,7,152,46,1,3,,5,6,10,1,1,3,2,2,,,,,9,3
3199,1,1,2005,8,2,6,1,2,1971,12,2,1,1962,5,3,2,2005,8,3,2,2007,11,6,1,1931,1,6,2,1935,9,,,,,,,,,1,3,,4,,1,5,4,,60,,,,1,,1,,1,,1,,8,0,12,0,3,3,4,4,1,4,4,3,3,3,2,4,4,3,4,4,8,,2,2,1,2,2,2,1,2,1,3,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,1,3,4,1,1,4,4,2,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,8,1,4,2,4,2,2,3,3,3,3,6,152,45,1,15,,6,6,10,1,1,3,1,2,,,,,9,3
3200,1,1,2005,6,1,4,1,2,1974,11,2,1,1971,4,3,1,2005,6,3,2,2010,6,,,,,,,,,,,,,,,,,1,3,,1,,1,5,4,,53,,,,1,,1,,1,,1,,3,30,10,0,3,2,3,3,1,4,3,3,3,1,1,4,3,2,4,1,8,,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,2,3,3,3,2,3,3,3,2,2,2,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,-6,2,2,3,2,2,2,3,4,2,1,7,161,45,1,15,,5,5,10,1,2,3,2,,,,,,6,3
3201,1,1,2005,3,2,4,1,2,1978,6,2,1,1976,4,3,1,2004,1,3,2,2005,3,,,,,,,,,,,,,,,,,1,3,,1,,1,5,4,,38,,,,1,,1,,1,,1,,5,0,10,0,5,5,5,5,1,3,4,2,3,1,1,3,4,3,4,1,8,,3,1,1,3,2,1,1,1,1,4,1,2,3,2,3,3,3,2,3,2,4,4,3,1,3,2,4,4,1,1,4,4,1,4,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,2,4,3,2,4,2,3,3,3,3,4,7,160,59,1,3,,7,6,10,1,1,3,1,3,,,,,9,4
3202,1,1,2005,10,1,3,1,2,1976,4,2,1,1976,7,3,1,2005,10,,,,,,,,,,,,,,,,,,,,,1,3,,1,,1,5,2,,50,,,,1,,1,,1,,1,,5,0,5,0,3,2,4,3,1,3,4,3,3,2,1,3,3,4,4,4,8,,1,1,1,2,4,2,2,1,1,3,1,2,2,3,2,2,3,3,3,1,3,3,3,2,3,1,3,3,1,1,3,4,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-3,3,3,3,4,2,2,3,3,3,3,0,161,65,1,2,,5,5,10,1,1,3,8,3,,,,,7,3
3203,1,1,2005,3,1,5,1,2,1977,12,2,1,1977,10,3,1,2001,10,3,1,2005,3,3,2,2008,3,,,,,,,,,,,,,1,3,,1,,1,5,3,,50,,,,1,,1,,1,,1,,2,0,3,0,4,4,4,4,1,4,3,4,4,3,1,4,2,3,4,3,8,,2,2,2,2,3,1,2,1,1,4,1,1,2,3,3,3,3,3,3,2,3,3,3,1,3,1,4,3,1,1,4,3,1,4,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,9,2,3,2,3,3,2,3,3,4,2,7,158,44,1,15,,7,6,10,1,1,3,10,5,,,,,11,3
3204,1,1,2005,1,1,3,1,2,1978,2,2,1,1976,8,3,1,2005,1,,,,,,,,,,,,,,,,,,,,,1,15,,1,,1,4,5,,40,,,,1,,1,,1,,1,,0,30,2,30,3,3,3,3,1,4,4,4,4,1,1,3,1,2,3,1,8,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,3,2,3,3,2,3,2,2,3,3,2,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,3,3,2,3,2,3,3,3,3,2,2,165,55,1,15,,6,5,10,1,1,3,5,2,,,,,7,3
3205,1,2,2005,5,1,2,1,1,1968,12,3,1,2005,5,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,2,,1,4,6,,30,,,,2,,2,,2,,2,,1,0,2,0,3,2,3,2,1,3,2,4,2,2,3,3,1,1,3,3,8,,2,1,1,1,3,2,1,2,2,3,2,1,2,2,3,2,2,3,3,2,2,2,2,2,2,2,3,3,2,2,3,3,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,2,3,2,2,3,2,2,5,7,170,76,1,15,,6,10,10,1,3,3,2,,,,,,7,3
3206,1,1,2005,9,1,3,1,2,1964,2,2,1,1959,12,3,1,2005,9,,,,,,,,,,,,,,,,,,,,,1,3,,1,,1,5,6,,70,,,,1,,1,,1,,1,,1,30,3,0,4,4,5,4,1,4,3,4,4,1,1,4,1,1,3,1,8,,1,1,1,1,4,1,1,1,1,2,1,1,1,1,4,3,4,3,4,3,3,4,4,2,3,1,3,3,1,1,4,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,2,3,2,2,3,3,3,3,7,162,54,1,15,,6,7,10,1,1,3,1,2,,,,,12,4
3207,1,1,2005,9,1,4,1,2,1976,2,2,1,1974,4,3,1,2005,9,3,2,2008,3,,,,,,,,,,,,,,,,,1,3,,1,,1,1,3,,100,,,,1,,1,,1,,1,,4,0,12,0,4,3,4,5,1,4,3,3,4,1,3,3,4,3,4,2,8,,1,1,1,2,3,2,1,2,1,3,1,1,1,1,3,3,3,3,3,3,3,3,3,1,3,2,3,3,2,1,3,2,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,4,2,3,2,3,2,2,3,3,3,5,6,162,51,1,15,,6,5,10,1,1,3,2,2,,,,,12,3
3208,1,1,2005,7,1,4,1,2,1977,11,2,1,1975,2,3,1,2005,7,3,2,2007,9,,,,,,,,,,,,,,,,,1,15,,1,,1,4,6,,70,,,,1,,1,,1,,1,,3,0,7,0,2,3,3,5,1,4,4,3,4,1,1,3,2,3,4,2,8,,4,2,2,3,2,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,3,3,2,3,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,-6,3,2,3,2,3,3,3,2,3,1,5,156,58,1,15,,5,5,10,1,1,3,1,2,,,,,10,3
3209,1,1,2005,7,1,5,1,2,1975,2,2,1,1974,3,3,2,1999,4,3,1,2001,4,3,1,2005,7,,,,,,,,,,,,,1,3,,1,,2,,,,,5,7,,1,,1,,1,,1,,5,0,12,0,2,2,1,2,1,4,4,4,4,1,3,4,1,4,4,3,8,,2,1,2,2,1,2,2,1,1,3,2,1,2,2,3,2,2,3,3,2,3,3,3,2,3,2,3,3,2,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,3,2,3,2,3,3,2,3,3,4,4,160,55,1,3,,5,5,10,2,1,3,,2,,,,,5,3
3210,1,1,2005,10,2,5,1,2,1976,5,2,1,1973,12,3,2,2002,2,3,2,2005,10,3,2,2011,10,,,,,,,,,,,,,1,3,,1,,1,5,2,,50,,,,1,,1,,1,,1,,10,0,14,0,2,2,3,2,1,4,4,4,4,2,1,4,3,2,4,1,8,,2,2,2,2,2,2,1,2,2,3,2,2,2,3,2,2,3,3,3,3,3,3,3,2,3,2,3,3,2,1,3,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,2,3,3,3,3,3,2,3,3,5,7,158,65,1,3,,5,5,10,1,2,3,2,,,,,,5,3
3211,1,1,2005,6,1,4,1,2,1975,4,2,1,1971,7,3,1,2005,6,3,2,2008,4,,,,,,,,,,,,,,,,,1,3,,1,,1,4,5,,30,,,,1,,1,,1,,1,,1,0,1,0,2,3,3,3,1,3,3,3,3,1,3,3,3,1,4,1,8,,2,1,2,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,2,3,3,3,1,2,2,2,3,3,2,3,3,2,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,-5,3,2,3,2,3,3,2,2,3,1,7,165,65,1,15,,5,5,10,1,1,3,4,9,,,,,4,3
3212,1,1,2005,6,2,4,1,2,1974,5,2,1,1974,2,3,1,2002,7,3,2,2005,6,,,,,,,,,,,,,,,,,1,3,,1,,1,4,5,,40,,,,1,,1,,1,,1,,3,0,2,0,3,2,3,3,1,4,4,4,4,1,2,3,2,4,4,2,8,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,2,2,2,2,1,3,3,2,2,3,2,3,3,2,1,2,3,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,3,2,3,3,2,2,3,4,2,1,0,157,42,1,3,,4,4,10,1,2,3,1,,,,,,6,3
3213,1,1,2005,12,1,4,1,2,1969,10,2,1,1967,2,3,1,2002,5,3,1,2005,12,,,,,,,,,,,,,,,,,1,1,,1,,1,3,2,,50,,,,1,,1,,1,,1,,4,30,12,30,3,2,3,3,1,4,3,3,3,2,1,3,1,2,3,2,8,,2,1,1,1,3,2,1,3,3,3,3,3,1,1,3,2,2,2,2,3,3,3,3,1,3,1,3,2,1,3,3,2,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,3,2,3,2,3,3,2,3,3,3,3,7,162,59,1,1,,6,4,10,1,1,3,4,4,,,,,6,3
3214,1,1,2005,5,1,4,1,2,1972,2,2,1,1971,2,3,1,2002,8,3,1,2005,5,,,,,,,,,,,,,,,,,1,3,,1,,1,3,5,,100,,,,1,,1,,1,,1,,4,0,6,0,4,4,3,1,1,4,4,4,4,2,1,4,3,3,3,4,8,,1,1,1,1,3,2,2,1,1,4,1,1,2,3,2,2,2,2,2,1,3,3,4,2,2,2,3,3,2,2,4,2,2,3,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,3,3,3,3,3,3,2,2,3,2,4,163,65,1,3,,4,4,10,1,1,3,5,3,,,,,6,3
3215,1,1,2005,5,2,4,1,2,1974,9,2,1,1971,12,3,2,2005,5,3,1,2008,4,,,,,,,,,,,,,,,,,1,3,,1,,1,4,3,,28,,,,1,,1,,1,,1,,5,0,10,0,3,4,4,3,1,3,3,3,3,1,1,3,1,4,1,1,8,,1,2,3,1,3,1,1,1,1,4,1,1,2,2,3,3,3,3,3,3,4,3,3,1,3,1,4,4,1,1,3,4,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,3,3,3,3,3,3,3,2,2,3,2,4,160,52,1,3,,4,4,10,1,2,3,5,,,,,,6,3
3216,1,1,2005,11,1,4,1,2,1975,6,2,1,1975,9,3,1,2002,2,3,1,2005,11,,,,,,,,,,,,,,,,,1,3,,1,,1,5,4,,36,,,,1,,1,,1,,1,,4,0,14,0,6,6,4,3,1,4,4,4,4,2,2,3,4,3,3,3,8,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,1,3,2,3,3,2,2,3,3,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,-1,2,3,2,3,2,2,3,3,3,1,0,160,48,1,3,,5,5,10,1,1,3,2,3,,,,,5,3
3217,1,1,2005,11,2,4,1,2,1977,5,2,1,1970,2,3,1,2003,9,3,2,2005,11,,,,,,,,,,,,,,,,,1,3,,1,,1,5,4,,50,,,,1,,1,,1,,1,,6,0,12,0,4,4,4,3,1,3,3,3,3,1,1,4,1,3,4,1,8,,1,1,1,1,4,1,1,2,1,2,2,1,2,2,4,3,3,4,3,3,3,3,3,2,3,1,3,4,1,1,4,2,1,3,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,5,2,3,3,2,2,3,3,3,1,1,7,164,57,1,1,,6,6,10,1,1,3,2,3,,,,,8,4
3218,1,1,2005,8,1,5,1,2,1974,3,2,1,1970,5,3,2,2003,6,3,1,2005,8,3,2,2007,10,,,,,,,,,,,,,1,3,,1,,2,,,,,3,2,,1,,1,,1,,1,,4,0,6,0,3,2,3,3,1,4,4,4,4,1,1,2,3,3,4,3,8,,2,1,2,2,2,1,1,1,2,1,2,3,3,3,3,2,2,3,3,1,3,3,1,1,3,2,3,3,1,2,4,3,2,3,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,4,2,3,3,2,2,2,3,3,3,7,155,53,1,15,,5,6,10,1,2,3,1,,,,,,5,2
3219,1,1,2005,9,2,5,1,2,1972,1,2,1,1971,10,6,2,1942,2,3,1,2002,2,3,2,2005,9,,,,,,,,,,,,,1,3,,4,,1,4,3,,32,,,,1,,1,,1,,1,,3,0,6,0,3,3,3,3,1,4,4,2,3,1,3,3,2,3,4,1,8,,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,2,3,3,2,2,3,3,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,3,3,3,2,3,3,2,3,3,1,7,162,59,1,15,,5,5,10,1,1,3,2,7,,,,,6,3
3220,1,1,2005,9,2,4,1,2,1970,8,2,1,1970,10,3,1,1999,10,3,2,2005,9,,,,,,,,,,,,,,,,,1,3,,1,,2,,,,,4,3,,1,,1,,1,,1,,7,30,14,0,3,2,3,3,1,4,4,2,3,3,4,2,4,4,2,2,8,,2,1,3,2,2,1,2,1,1,2,1,1,1,1,1,2,2,3,4,4,4,3,4,1,4,1,4,4,1,1,4,4,1,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,3,1,3,1,3,1,1,4,4,4,1,5,163,60,1,15,,6,6,10,1,1,3,5,3,,,,,6,2
3221,1,1,2005,7,1,5,1,2,1975,10,2,1,1972,8,3,1,2002,2,3,1,2005,7,3,1,2010,7,,,,,,,,,,,,,1,3,,1,,1,4,6,,40,,,,1,,1,,1,,1,,6,0,9,0,4,4,3,4,1,4,4,3,3,1,1,3,2,1,2,1,8,,2,1,1,1,3,1,1,1,1,1,1,1,1,1,4,3,3,3,3,2,4,4,3,2,3,1,3,4,3,1,3,4,1,4,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,4,3,2,1,3,2,2,3,3,2,1,6,145,44,1,15,,4,4,10,1,2,3,4,,,,,,5,3
3222,1,1,2005,6,2,3,1,2,1970,11,2,1,1970,5,3,2,2005,6,,,,,,,,,,,,,,,,,,,,,1,3,,1,,1,5,7,,40,,,,1,,1,,1,,1,,5,0,10,0,3,3,4,4,1,4,4,4,4,1,2,3,1,3,4,1,8,,2,1,2,2,1,2,2,2,2,3,2,2,2,2,3,3,3,3,3,2,3,3,3,1,3,2,3,3,1,1,3,3,2,4,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,2,4,3,3,4,3,2,4,3,3,1,7,158,72,1,3,,6,6,10,1,1,3,3,2,,,,,6,4
3223,1,1,2005,3,1,4,1,2,1970,5,2,1,1970,7,3,1,2001,8,3,1,2005,3,,,,,,,,,,,,,,,,,1,3,,1,,1,4,6,,22,,,,1,,1,,1,,1,,1,40,4,20,4,4,4,3,1,3,3,4,4,4,3,3,4,4,4,4,8,,3,2,2,2,3,2,2,2,3,2,2,3,2,3,2,2,2,2,1,1,3,3,3,2,3,2,3,3,2,2,3,3,3,3,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,2,3,3,3,3,3,3,3,2,3,4,3,150,55,1,3,,6,6,10,1,2,3,5,,,,,,8,3
3224,1,1,2005,4,1,3,1,2,1970,2,3,2,1999,2,3,1,2005,4,,,,,,,,,,,,,,,,,,,,,1,3,,2,,1,5,4,,35,,,,1,,1,,1,,1,,3,0,5,0,6,6,4,4,1,4,4,4,4,1,1,2,1,4,1,1,8,,1,1,1,1,4,1,1,1,2,2,1,1,1,1,3,1,2,1,1,1,3,3,2,2,3,1,3,3,2,4,4,2,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-2,1,3,2,2,2,2,3,3,3,1,7,164,56,1,3,,10,4,10,3,1,3,,3,,,,,3,2
3225,1,1,2005,10,1,4,1,2,1976,1,2,1,1971,8,3,2,2002,11,3,1,2005,10,,,,,,,,,,,,,,,,,1,3,,1,,1,5,4,,20,,,,1,,1,,1,,1,,3,0,5,0,3,2,5,3,1,3,4,2,4,2,3,2,3,4,2,2,8,,1,1,1,1,1,2,2,1,2,1,1,1,1,3,3,3,3,3,4,3,4,4,4,1,3,2,3,3,2,2,3,3,1,4,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,4,3,4,2,4,1,1,4,4,4,5,4,160,48,1,15,,7,5,10,1,1,3,4,4,,,,,7,3
3226,1,1,2006,1,1,5,1,2,1965,7,2,1,1963,10,3,2,1991,10,3,1,1993,4,3,1,2006,1,,,,,,,,,,,,,1,3,,1,,1,5,2,,25,,,,1,,1,,1,,1,,3,10,5,0,2,3,4,2,1,4,3,3,2,1,3,3,1,4,4,1,8,,2,2,3,2,2,1,2,2,3,3,2,2,2,2,2,2,2,3,2,2,3,3,3,2,3,2,3,3,2,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2,3,2,3,3,2,2,3,3,3,5,2,155,52,1,3,,6,6,10,1,2,3,3,,,,,,12,3
3227,1,1,2005,7,1,4,1,2,1976,12,2,1,1963,10,3,2,2000,12,3,1,2005,7,,,,,,,,,,,,,,,,,1,3,,1,,1,1,3,,50,,,,1,,1,,1,,1,,2,0,5,0,5,5,5,4,1,4,3,4,4,1,3,4,3,3,4,3,8,,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,3,2,3,1,3,3,2,1,3,3,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,-1,1,4,2,4,3,1,3,4,3,2,7,160,64,1,3,,6,4,10,1,1,3,1,7,,,,,6,3
3228,1,1,2005,8,2,4,1,2,1973,9,2,1,1971,2,3,2,2001,10,3,2,2005,8,,,,,,,,,,,,,,,,,1,3,,1,,1,6,5,,27,,,,1,,1,,1,,1,,6,0,15,0,4,4,5,3,1,4,3,4,4,2,2,4,3,3,3,2,8,,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,4,1,1,1,4,3,3,3,2,3,2,2,3,2,2,3,3,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,-3,2,3,3,3,3,3,2,2,3,1,2,154,50,1,15,,5,4,10,1,1,3,5,7,,,,,8,3
